,ANÁLISIS / ANALYSES,UNIDADES / UNIT,MIN,MAX,MÉTODO / METHOD,RESULTADOS DE CALIDAD / QUALITY RESULTS,CLIENTE,PRODUCTO,FECHA,NUM PAGINA,ARCHIVO,INCERTIDUMBRE/ UNCERTAINTY %
18497,GRAVEDAD API @ 60 ° F,,Reportar,,ASTM D-1298,60.0,NATIVA LA CALETA,GASOLINA REGULAR,2023-06-29 18:45:00,3,2023 06 125.pdf,
18498,INDICE ANTIDETONANTE,,Reportar,,Calculo,87.5,NATIVA LA CALETA,GASOLINA REGULAR,2023-06-29 18:45:00,3,2023 06 125.pdf,
18499,NUMERO DE OCTANO METODO RESEARCH (RON),,95,,ASTM D-2699,94.9,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18500,NUMERO DE OCTANO METODO MOTOR (MON),.,82,,ASTM D-2700,85.8,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18501,CONTENIDO DE PLOMO,G/gal,,0.02,ASTM D-3237,N/D,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18502,PRESION A VAPOR REID (RVP) @ 100 º F,PSI,1,10.0,ASTM D-323,9.20,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18503,RVP + 0.1 E 70 ° C,-,Reportar,.,Calculo,11.38,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18504,DESTILACION 10% VOL. RECUPERADO,° C,,75,ASTM D86,55,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18505,DESTILACIÓN 50% VOL. RECUPERADO,U,,121,ASTM D86,106,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18506,DESTILACION 90% VOL. RECUPERADO,,,190,ASTM D86,165,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18507,PUNTO FINAL,ºC,,225,ASTM D86,205,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18508,RESIDUO,% Vol.,,"2,0",ASTM D86,0.8,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18509,RECUPERADO @ 70 °C,% Vol.,Reportar,,ASTM D86,21.83,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18510,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,.,4,ASTM D-381,N/D,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18511,PERIODO DE INDUCCION,Minutos,240,,ASTM D-525,>240,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18512,CONTENIDO DE AZUFRE,% en Peso,,0.15,ASTM D-4294,N/D,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18513,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 ° C),Adim.,,No. 1,ASTM D-130,1A,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18514,PRUEBA DOCTOR,Adim.,Negativo,,IP-30,Negativo,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18515,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0003,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18516,COLOR,,Incoloro,,,Amarillo,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18517,OLOR,,Comerciable,,,Comerciable,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18518,DENSIDAD @ 15 °C,Kg/L,Reportar,,ASTM D-1298,0.7544,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18519,GRAVEDAD API @ 60 ° F,,Reportar,,ASTM D-1298,56.0,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18520,INDICE ANTIDETONANTE,,Reportar,,Calculo,90.4,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,1,2023 06 092.pdf,
18521,NUMERO DE OCTANO METODO RESEARCH (RON),,95.0,.,ASTM D-2699,94.7,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,2,2023 06 092.pdf,
18522,NUMERO DE OCTANO METODO MOTOR (MON),,82.0,,ASTM D-2700,85.5,SHELL LUPERON,GASOLINA PREMIUM,2023-06-21 19:06:00,2,2023 06 092.pdf,
18523,NUMERO DE OCTANO METODO RESEARCH (RON),,89,.,ASTM D-2699,89.2,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18524,NUMERO DE OCTANO METODO MOTOR (MON),.,76,,ASTM D-2700,81.5,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18525,CONTENIDO DE PLOMO,G/gal,.,0.02,ASTM D-3237,N/D,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18526,PRESION A VAPOR REID (RVP) @ 100 º F,PSI,ʻ,10.0,ASTM D-323,9.47,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18527,RVP + 0.1 E 70 ° C,1,Reportar,.,Calculo,12.62,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18528,DESTILACION 10% VOL. RECUPERADO,° C,.,75,ASTM D86,52,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18529,DESTILACION 50% VOL. RECUPERADO,℃,,121,ASTM D86,92,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18530,DESTILACION 90% VOL. RECUPERADO,,,190,ASTM D86,160,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18531,PUNTO FINAL,U,1,225,ASTM D86,193,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18532,RESIDUO,% Vol.,,"2,0",ASTM D86,0.8,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18533,RECUPERADO @ 70 °℃,% Vol.,Reportar,.,ASTM D86,31.50,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18534,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,,4,ASTM D-381,0.8,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18535,PERIODO DE INDUCCION,Minutos,240,-,ASTM D-525,>240,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18536,CONTENIDO DE AZUFRE,% Peso,.,0.15,ASTM D-4294,N/D,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18537,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 ° C),Adim.,,No 1,ASTM D-130,1A,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18538,PRUEBA DOCTOR,Adim.,Negativo,.,IP-30,Negativo,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18539,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0006,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18540,COLOR,1,Naranja,,,Rojo,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18541,OLOR,,Comerciable,,,Comerciable,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18542,DENSIDAD @ 15 ℃,Kg/L,Reportar,,ASTM D-1298,0.7349,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18543,GRAVEDAD API @ 60 ° F,,Reportar,,ASTM D-1298,61.0,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18544,INDICE ANTIDETONANTE,,Reportar,,Calculo,85.4,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,3,2023 06 092.pdf,
18545,NUMERO DE OCTANO METODO RESEARCH (RON),,89,,ASTM D-2699,89.3,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,4,2023 06 092.pdf,
18546,NUMERO DE OCTANO METODO MOTOR (MON),,76,,ASTM D-2700,81.4,SHELL LUPERON,GASOLINA REGULAR,2023-06-21 19:06:00,4,2023 06 092.pdf,
18547,NUMERO DE OCTANO METODO RESEARCH (RON),,95,,ASTM D-2699,95.1,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18548,NUMERO DE OCTANO METODO MOTOR (MON),.,82,1,ASTM D-2700,86.0,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18549,CONTENIDO DE PLOMO,G/gal,,0.02,ASTM D-3237,N/D,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18550,PRESION A VAPOR REID (RVP) @ 100 º F,PSI,,10.0,ASTM D-323,7.67,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18551,RVP + 0.1 E 70 °C,,Reportar,,Calculo,9.30,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18552,DESTILACION 10% VOL. RECUPERADO,· C,.,75,ASTM D86,60,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18553,DESTILACION 50% VOL. RECUPERADO,0℃,,121,ASTM D86,109,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18554,DESTILACION 90% VOL. RECUPERADO,·C,,190,ASTM D86,165,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18555,PUNTO FINAL,,,225,ASTM D86,200,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18556,RESIDUO,% Vol.,,"2,0",ASTM D86,0.4,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18557,RECUPERADO @ 70 °C,% Vol.,Reportar,-,ASTM D86,16.33,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18558,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,,4,ASTM D-381,N/D,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18559,PERIODO DE INDUCCION,Minutos,240,,ASTM D-525,>240,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18560,CONTENIDO DE AZUFRE,% en Peso,.,0.15,ASTM D-4294,N/D,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18561,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50° C),Adim.,,No. 1,ASTM D-130,1A,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18562,PRUEBA DOCTOR,Adim.,Negativo,,IP-30,Negativo,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18563,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0004,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18564,COLOR,-,Incoloro,,,Amarillo,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18565,OLOR,-,Comerciable,,,Comerciable,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18566,DENSIDAD @ 15 °℃,Kg/L,Reportar,,ASTM D-1298,0.7464,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18567,GRAVEDAD API @ 60 ° F,-,Reportar,,ASTM D-1298,58.0,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18568,INDICE ANTIDETONANTE,-,Reportar,,Calculo,90.6,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,1,2023 05 145.pdf,
18569,NUMERO DE OCTANO METODO RESEARCH (RON),1,95,,ASTM D-2699,94.9,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,2,2023 05 145.pdf,
18570,NUMERO DE OCTANO METODO MOTOR (MON),,82,,ASTM D-2700,85.8,TOTAL MATANZAS,GASOLINA PREMIUM,2023-05-31 17:42:00,2,2023 05 145.pdf,
18571,NUMERO DE OCTANO METODO RESEARCH (RON],,89,,ASTM D-2699,92.4,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18572,NUMERO DE OCTANO METODO MOTOR (MON),,76,.,ASTM D-2700,82.3,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18573,CONTENIDO DE PLOMO,G/gal,1,0.02,ASTM D-3237,N/D,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18574,PRESION A VAPOR REID (RVP) @ 100 º F,PSI,,10.0,ASTM D-323,9.02,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18575,RVP + 0.1 E 70°C,,Reportar,,Calculo,11.82,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18576,DESTILACION 10% VOL RECUPERADO,,,75,ASTM D86,56,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18577,DESTILACION 50% VOL. RECUPERADO,℃,,121,ASTM D86,93,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18578,DESTILACION 90% VOL. RECUPERADO,℃,.,190,ASTM D86,159,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18579,PUNTO FINAL,·℃,,225,ASTM D86,203,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18580,RESIDUO,% Vol.,",","2,0",ASTM D86,0.4,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18581,RECUPERADO @ 70 °C,% Vol.,Reportar,,ASTM D86,28.0,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18582,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,-,4,ASTM D-381,0.7,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18583,PERIODO DE INDUCCION,Minutos,240,-,ASTM D-525,>240,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18584,CONTENIDO DE AZUFRE,% Peso,.,0.15,ASTM D-4294,N/D,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18585,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50°℃),Adim.,,No 1,ASTM D-130,1A,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18586,PRUEBA DOCTOR,Adim.,Negativo,,IP-30,Negativo,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18587,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0006,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18588,COLOR,.,Naranja,,,Rojo,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18589,OLOR,1,Comerciable,,,Comerciable,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18590,DENSIDAD @ 15 °℃,Kg/L,Reportar,,ASTM D-1298,0.7386,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18591,GRAVEDAD API @ 60 ° F,,Reportar,,ASTM D-1298,60.0,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18592,INDICE ANTIDETONANTE,,Reportar,,Calculo,87.3,TOTAL MATANZAS,GASOLINA REGULAR,2023-05-31 17:42:00,3,2023 05 145.pdf,
18593,NUMERO DE OCTANO METODO RESEARCH (RON),,95,,ASTM D-2699,94.6,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18594,NUMERO DE OCTANO METODO MOTOR (MON),,82,,ASTM D-2700,85.3,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18595,CONTENIDO DE PLOMO,G/gal,,0.02,ASTM D-3237,N/D,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18596,PRESION A VAPOR REID (RVP) @ 100 º F,PS,,10.0,ASTM D-323,8.82,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18597,RVP + 0.1 E 70 ° C,-,Reportar,-,Calculo,11.02,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18598,DESTILACION 10% VOL. RECUPERADO,· C,,75,ASTM D86,56,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18599,DESTILACIÓN 50% VOL. RECUPERADO,℃,,121,ASTM D86,105,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18600,DESTILACION 90% VOL. RECUPERADO,℃,,190,ASTM D86,161,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18601,PUNTO FINAL,·℃,,225,ASTM D86,202,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18602,RESIDUO,% Vol.,,"2,0",ASTM D86,0.8,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18603,RECUPERADO @ 70 °C,% Vol.,Reportar,,ASTM D86,22.0,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18604,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,,4,ASTM D-381,N/D,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18605,PERIODO DE INDUCCION,Minutos,240,.,ASTM D-525,>240,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18606,CONTENIDO DE AZUFRE,% en Peso,,0.15,ASTM D-4294,N/D,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18607,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 ° C),Adim.,,No. 1,ASTM D-130,1A,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18608,PRUEBA DOCTOR,Adim.,Negativo,,IP-30,Negativo,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18609,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0003,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18610,COLOR,,Incoloro,,,Amarillo,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18611,OLOR,,Comerciable,,,Comerciable,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18612,DENSIDAD @ 15 °C,Kg/L,Reportar,,ASTM D-1298,0.7584,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18613,GRAVEDAD API @ 60 ° F,,Reportar,,ASTM D-1298,60.0,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18614,INDICE ANTIDETONANTE,-,Reportar,,Calculo,90.0,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,1,2023 06 079.pdf,
18615,NUMERO DE OCTANO METODO RESEARCH (RON),1,95.0,,ASTM D-2699,94.5,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,2,2023 06 079.pdf,
18616,NUMERO DE OCTANO METODO MOTOR (MON),,82.0,,ASTM D-2700,85.0,SHELL BELLA VISTA,GASOLINA PREMIUM,2023-06-20 17:14:00,2,2023 06 079.pdf,
18617,NUMERO DE OCTANO METODO RESEARCH (RON),.,89,,ASTM D-2699,89.4,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18618,NUMERO DE OCTANO METODO MOTOR (MON),.,76,.,ASTM D-2700,81.5,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18619,CONTENIDO DE PLOMO,G/gal,,0.02,ASTM D-3237,N/D,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18620,PRESION A VAPOR REID (RVP) @ 100 º F,PS,,10.0,ASTM D-323,9.12,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18621,RVP + 0.1 E 70 ° C,-,Reportar,.,Calculo,12.40,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18622,DESTILACION 10% VOL. RECUPERADO,º C,,75,ASTM D86,52,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18623,DESTILACION 50% VOL. RECUPERADO,℃,,121,ASTM D86,91,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18624,DESTILACION 90% VOL. RECUPERADO,°C,,190,ASTM D86,159,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18625,PUNTO FINAL,℃,,225,ASTM D86,201,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18626,RESIDUO,% Vol.,,"2,0",ASTM D86,0.8,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18627,RECUPERADO @ 70 °C,% Vol.,Reportar,.,ASTM D86,32.75,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18628,CONTENIDO DE GOMAS EXISTENTES,mg/100 ml,,4,ASTM D-381,0.7,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18629,PERIODO DE INDUCCION,Minutos,240,.,ASTM D-525,>240,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18630,CONTENIDO DE AZUFRE,% Peso,,0.15,ASTM D-4294,N/D,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18631,CORROSION A LA LAMINA DE COBRE (3 Horas @ 50 ° C),Adim.,,No 1,ASTM D-130,1A,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18632,PRUEBA DOCTOR,Adim.,Negativo,.,IP-30,Negativo,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18633,MERCAPTANO COMO AZUFRE,% Peso,,0.0015,ASTM D-3227,0.0006,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18634,COLOR,.,Naranja,,,Naranja,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18635,OLOR,,Comerciable,,,Comerciable,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18636,DENSIDAD @ 15 °C,Kg/L,Reportar,-,ASTM D-1298,0.7349,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18637,GRAVEDAD API @ 60 º F,,Reportar,-,ASTM D-1298,61.0,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18638,INDICE ANTIDETONANTE,,Reportar,,Calculo,85.4,SHELL BELLA VISTA,GASOLINA REGULAR,2023-06-20 17:14:00,3,2023 06 079.pdf,
18639,NUMERO DE OCTANO METODO RESEARCH (RON),,95,,ASTM D-2699,96.3,PETROMOVIL PEDRO A. RIVERA,GASOLINA PREMIUM,2023-06-13 17:19:00,1,2023 06 051.pdf,
18640,NUMERO DE OCTANO METODO MOTOR (MON),1,82,,ASTM D-2700,88.2,PETROMOVIL PEDRO A. RIVERA,GASOLINA PREMIUM,2023-06-13 17:19:00,1,2023 06 051.pdf,
18641,CONTENIDO DE PLOMO,G/gal,.,0.02,ASTM D-3237,N/D,PETROMOVIL PEDRO A. RIVERA,GASOLINA PREMIUM,2023-06-13 17:19:00,1,2023 06 051.pdf,
18642,PRESION A VAPOR REID (RVP) @ 100 º F,PSI,,10.0,ASTM D-323,7.79,PETROMOVIL PEDRO A. RIVERA,GASOLINA PREMIUM,2023-06-13 17:19:00,1,2023 06 051.pdf,
18643,RVP + 0.1 E 70 ° C,-,Reportar,,Calculo,9.63,PETROMOVIL PEDRO A. RIVERA,GASOLINA PREMIUM,2023-06-13 17:19:00,1,2023 06 051.pdf,
18644,DESTILACION 10% VOL. RECUPERADO,°C,,75,ASTM D86,58,PETROMOVIL PEDRO A. RIVERA,GASOLINA PREMIUM,2023-06-13 17:19:00,1,2023 06 051.pdf,
18645,DESTILACION 50% VOL. RECUPERADO,℃,,121,ASTM D86,104,PETROMOVIL PEDRO A. RIVERA,GASOLINA PREMIUM,2023-06-13 17:19:00,1,2023 06 051.pdf,
18646,DESTILACION 90% VOL. RECUPERADO,C,,190,ASTM D86,159,PETROMOVIL PEDRO A. RIVERA,GASOLINA PREMIUM,2023-06-13 17:19:00,1,2023 06 051.pdf,
